id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
11760,Male,25,higher_BSc,science,full_time,county_028,151.34,1,4,25,1,50-99,private_company,No
11761,Male,48,higher_MSc,science,no,county_118,162.84,>4,>20,210,1,unknown,no_information,Yes
11762,Unknown,49,higher_BSc,science,no,county_117,163.55,2,>20,90,1,10000+,private_company,No
11763,Male,34,higher_BSc,science,no,county_118,162.84,never_changed,10,64,1,100-500,private_company,No
11764,Male,28,higher_BSc,science,no,county_059,110.45,1,4,5,1,500-999,startup_with_funding,Yes
11765,Unknown,30,higher_BSc,science,full_time,county_118,162.84,1,6,42,0,10000+,public_sector,No
11766,Male,46,higher_BSc,science,no,county_074,162.84,>4,>20,94,1,unknown,no_information,No
11767,Male,21,higher_BSc,humanities,part_time,county_118,162.84,1,<1,13,0,500-999,private_company,Yes
11768,Male,48,higher_BSc,science,no,county_118,162.84,>4,>20,28,1,10000+,private_company,No
11769,Male,49,higher_MSc,science,no,county_004,123.55,never_changed,>20,55,1,<10,public_sector,No
11770,Male,47,higher_MSc,science,no,county_110,163.9,>4,>20,40,0,50-99,private_company,No
11771,Female,35,higher_MSc,science,no,county_110,163.9,3,15,74,1,1000-4999,private_company,No
11772,Unknown,29,higher_BSc,science,no,county_032,161.6,2,6,304,1,50-99,startup_with_funding,No
11773,Male,29,higher_MSc,science,no,county_018,146.91,3,8,27,1,50-99,public_sector,No
11774,Male,27,higher_MSc,arts,no,county_087,128.68,1,3,46,1,1000-4999,no_information,Yes
11775,Male,31,higher_BSc,business,no,county_059,110.45,never_changed,10,290,0,unknown,no_information,Yes
11776,Male,30,higher_BSc,science,no,county_118,162.84,4,7,50,1,10000+,private_company,No
11777,Male,27,higher_MSc,science,no,county_059,110.45,1,7,284,1,10-49,private_company,No
11778,Male,30,higher_BSc,science,no,county_093,158.77,>4,9,110,1,50-99,private_company,No
11779,Male,29,higher_BSc,science,part_time,county_022,133.46,1,5,44,1,10000+,private_company,No
11780,Male,47,higher_BSc,science,full_time,county_110,163.9,>4,>20,36,0,unknown,no_information,No
11781,Male,45,higher_BSc,science,no,county_075,161.07,>4,>20,7,1,5000-9999,private_company,No
11782,Unknown,21,higher_BSc,science,no,county_059,110.45,1,2,75,0,10-49,no_information,No
11783,Male,31,higher_BSc,science,no,county_093,158.77,2,12,59,1,50-99,private_company,No
11784,Female,32,higher_MSc,other,no,county_108,131.51,4,9,9,1,100-500,private_company,No
11785,Male,31,higher_MSc,science,no,county_118,162.84,1,7,192,0,500-999,private_company,No
11786,Male,33,higher_BSc,science,full_time,county_009,163.72,unknown,11,270,1,50-99,no_information,No
11787,Male,38,higher_BSc,business,no,county_118,162.84,1,16,80,1,10-49,private_company,No
11788,Unknown,25,higher_BSc,science,no,county_118,162.84,1,4,23,1,10000+,private_company,No
11789,Male,25,secondary,no_information,no,county_059,110.45,never_changed,<1,63,0,unknown,no_information,Yes
11790,Other,38,higher_BSc,science,no,county_011,163.37,3,16,89,1,<10,private_company,No
11791,Unknown,23,secondary,no_information,full_time,county_059,110.45,unknown,1,45,0,unknown,no_information,No
11792,Male,33,higher_BSc,science,no,county_059,110.45,3,9,7,1,unknown,no_information,No
11793,Male,39,higher_BSc,science,no,county_118,162.84,2,19,17,1,500-999,private_company,No
11794,Unknown,26,secondary,no_information,full_time,county_075,161.07,1,1,23,0,10000+,private_company,Yes
11795,Male,48,higher_MSc,science,no,county_110,163.9,never_changed,>20,58,1,unknown,no_information,No
11796,Male,35,higher_MSc,science,no,county_046,137.35,1,10,22,1,100-500,private_company,No
11797,Male,26,higher_BSc,arts,no,county_011,163.37,4,4,45,1,10-49,private_company,No
11798,Male,39,higher_BSc,other,no,county_063,123.55,>4,15,31,1,unknown,no_information,Yes
11799,Male,44,higher_BSc,science,no,county_020,166.2,2,19,218,1,100-500,private_company,No
11800,Male,26,higher_BSc,science,full_time,county_110,163.9,1,6,162,0,50-99,private_company,No
11801,Male,35,higher_BSc,science,no,county_038,158.59,1,14,3,1,50-99,private_company,No
11802,Male,31,primary,no_information,full_time,county_117,163.55,1,11,8,1,unknown,no_information,No
11803,Female,25,higher_BSc,science,no,county_118,162.84,1,3,58,1,100-500,private_company,No
11804,Unknown,21,higher_BSc,science,no,county_059,110.45,1,1,46,1,10-49,no_information,No
11805,Male,38,higher_BSc,science,no,county_118,162.84,>4,17,106,1,100-500,private_company,No
11806,Unknown,28,higher_BSc,science,no_information,county_054,150.1,3,4,58,0,50-99,private_company,No
11807,Male,47,higher_BSc,science,no,county_118,162.84,4,>20,95,1,10-49,startup_with_funding,No
11808,Male,27,higher_BSc,science,no,county_021,102.48,1,6,50,1,50-99,startup_with_funding,Yes
11809,Male,29,higher_MSc,science,no,county_040,134.87,never_changed,6,21,1,unknown,no_information,No
11810,Unknown,25,higher_BSc,other,part_time,county_059,110.45,3,5,37,0,10-49,startup_with_funding,No
11811,Male,46,higher_MSc,science,no,county_075,161.07,3,>20,24,1,1000-4999,private_company,No
11812,Male,29,higher_MSc,science,no,county_076,149.21,never_changed,7,15,0,unknown,private_company,No
11813,Unknown,30,higher_MSc,science,full_time,county_024,156.47,1,9,52,1,10000+,private_company,No
11814,Male,29,secondary,no_information,no,county_032,161.6,1,6,3,1,10000+,private_company,No
11815,Male,32,higher_BSc,science,full_time,county_110,163.9,1,7,29,1,100-500,private_company,No
11816,Male,28,higher_BSc,science,no,county_112,97.35,1,6,48,1,unknown,no_information,No
11817,Male,46,higher_BSc,science,no,county_075,161.07,1,>20,67,1,unknown,no_information,No
11818,Male,20,higher_BSc,science,full_time,county_059,110.45,1,1,42,1,10000+,private_company,No
11819,Unknown,23,higher_BSc,science,no,county_059,110.45,2,3,50,1,50-99,private_company,No
11820,Male,34,higher_MSc,science,no,county_118,162.84,>4,13,30,1,1000-4999,NGO,Yes
11821,Unknown,49,no_information,no_information,no,county_118,162.84,>4,>20,50,1,10000+,private_company,No
11822,Unknown,30,higher_MSc,science,no,county_093,158.77,>4,11,308,1,50-99,private_company,No
11823,Male,36,higher_BSc,science,no,county_110,163.9,>4,14,28,1,50-99,private_company,No
11824,Male,26,secondary,no_information,no,county_058,159.12,never_changed,4,45,1,<10,startup_wo_funding,No
11825,Male,34,higher_BSc,science,part_time,county_030,117.88,>4,15,328,1,100-500,private_company,No
11826,Unknown,46,higher_BSc,science,no,county_075,161.07,1,>20,12,1,unknown,no_information,No
11827,Male,25,higher_BSc,science,full_time,county_075,161.07,1,2,82,0,unknown,no_information,No
11828,Male,39,higher_BSc,science,full_time,county_028,151.34,2,15,36,0,100-500,private_company,Yes
11829,Male,25,higher_BSc,science,part_time,county_093,158.77,3,4,40,1,100-500,private_company,No
11830,Male,31,higher_BSc,science,full_time,county_074,162.84,1,8,9,0,unknown,no_information,Yes
11831,Unknown,28,no_information,no_information,full_time,county_073,135.76,never_changed,5,2,0,unknown,no_information,No
11832,Male,27,no_information,no_information,no,county_075,161.07,never_changed,4,6,0,unknown,private_company,No
11833,Male,26,higher_BSc,science,no,county_059,110.45,1,3,76,1,100-500,private_company,Yes
11834,Male,34,higher_MSc,science,no,county_093,158.77,4,15,132,1,unknown,no_information,No
11835,Unknown,29,higher_MSc,science,no,county_026,114.52,1,9,130,1,50-99,private_company,No
11836,Male,28,higher_BSc,science,no,county_118,162.84,1,7,3,0,50-99,no_information,No
11837,Male,30,higher_BSc,science,no,county_118,162.84,1,5,5,1,100-500,private_company,No
11838,Male,40,higher_MSc,science,no,county_075,161.07,2,16,104,1,1000-4999,private_company,No
11839,Male,25,higher_BSc,science,part_time,county_075,161.07,1,1,34,0,5000-9999,private_company,No
11840,Male,29,higher_MSc,science,no,county_034,153.28,4,10,43,1,100-500,private_company,Yes
11841,Male,44,higher_BSc,science,no,county_118,162.84,1,>20,13,1,unknown,no_information,Yes
11842,Unknown,47,higher_MSc,science,no,county_118,162.84,1,>20,36,1,50-99,startup_with_funding,No
11843,Male,27,higher_BSc,science,no,county_118,162.84,1,8,30,1,500-999,startup_with_funding,No
11844,Unknown,32,higher_MSc,science,no,county_059,110.45,1,8,23,1,500-999,private_company,No
11845,Male,33,secondary,no_information,no,county_041,157.53,>4,11,130,1,500-999,private_company,No
11846,Male,26,secondary,no_information,full_time,county_087,128.68,never_changed,1,23,1,50-99,startup_with_funding,No
11847,Male,40,higher_MSc,science,no,county_037,130.98,1,16,51,1,1000-4999,public_sector,No
11848,Unknown,27,higher_BSc,science,no,county_058,159.12,>4,5,34,0,100-500,public_sector,No
11849,Male,41,higher_MSc,science,no,county_118,162.84,1,19,90,0,1000-4999,private_company,No
11850,Unknown,25,higher_MSc,science,no,county_059,110.45,2,5,31,1,50-99,private_company,No
11851,Male,33,higher_MSc,science,no,county_068,155.41,3,11,112,1,100-500,private_company,No
11852,Unknown,25,higher_BSc,science,full_time,county_059,110.45,1,3,33,1,unknown,no_information,No
11853,Male,44,higher_BSc,science,no,county_072,159.83,3,19,160,1,50-99,private_company,No
11854,Male,29,higher_BSc,science,no,county_120,98.77,1,4,92,0,unknown,no_information,Yes
11855,Unknown,23,higher_MSc,business,no,county_045,146.38,1,2,36,0,1000-4999,private_company,No
11856,Male,28,secondary,no_information,full_time,county_059,110.45,never_changed,8,328,0,unknown,private_company,No
11857,Male,46,higher_BSc,science,no,county_118,162.84,>4,>20,45,1,100-500,private_company,No
11858,Unknown,29,higher_BSc,other,no,county_110,163.9,4,9,34,1,10000+,private_company,No
11859,Unknown,49,higher_BSc,science,no,county_102,130.63,4,>20,54,1,100-500,startup_with_funding,No
11860,Male,34,higher_MSc,science,no,county_119,142.31,never_changed,12,26,1,50-99,private_company,Yes
11861,Male,45,secondary,no_information,no,county_038,158.59,>4,>20,37,1,500-999,private_company,No
11862,Male,36,higher_MSc,science,no,county_068,155.41,1,11,24,1,100-500,private_company,Yes
11863,Male,26,higher_BSc,science,no,county_040,134.87,2,4,68,1,<10,startup_with_funding,No
11864,Male,45,higher_BSc,science,no,county_032,161.6,4,>20,42,1,<10,startup_with_funding,No
11865,Male,48,higher_BSc,science,no,county_075,161.07,2,>20,17,1,100-500,private_company,No
11866,Male,24,higher_BSc,science,full_time,county_059,110.45,never_changed,5,18,1,100-500,private_company,Yes
11867,Male,32,higher_BSc,science,no,county_059,110.45,1,9,44,1,100-500,private_company,No
11868,Unknown,28,higher_BSc,science,part_time,county_020,166.2,4,5,22,1,500-999,public_sector,No
11869,Male,30,higher_BSc,science,no,county_040,134.87,>4,8,87,1,50-99,private_company,No
11870,Unknown,26,higher_BSc,science,part_time,county_118,162.84,never_changed,6,58,1,unknown,no_information,Yes
11871,Male,46,higher_BSc,science,no,county_118,162.84,>4,>20,56,1,50-99,private_company,Yes
11872,Male,47,higher_MSc,science,no,county_024,156.47,4,>20,306,1,10-49,private_company,No
11873,Unknown,46,higher_MSc,science,no,county_093,158.77,1,>20,58,1,10000+,private_company,No
11874,Male,26,secondary,no_information,no,county_059,110.45,never_changed,4,44,0,unknown,no_information,Yes
11875,Unknown,32,higher_BSc,science,no,county_025,123.55,>4,9,37,1,50-99,private_company,No
11876,Male,32,secondary,no_information,no,county_110,163.9,1,12,118,1,100-500,startup_wo_funding,No
11877,Male,29,higher_BSc,science,full_time,county_074,162.84,1,5,86,0,unknown,no_information,Yes
11878,Male,24,higher_MSc,business,no,county_118,162.84,2,3,29,1,100-500,private_company,No
11879,Male,31,higher_BSc,other,no,county_094,123.55,unknown,7,47,1,<10,private_company,No
11880,Male,30,higher_BSc,science,no,county_118,162.84,1,6,102,1,50-99,startup_with_funding,No
11881,Female,20,higher_BSc,science,part_time,county_034,153.28,2,<1,83,0,10-49,private_company,No
11882,Male,39,higher_MSc,science,no,county_059,110.45,>4,19,13,1,unknown,no_information,Yes
11883,Male,34,higher_MSc,science,no,county_059,110.45,1,10,41,1,100-500,no_information,Yes
11884,Male,45,higher_BSc,science,no,county_117,163.55,2,>20,74,1,10-49,startup_with_funding,No
11885,Male,49,higher_MSc,business,no,county_116,140.54,>4,>20,30,1,50-99,startup_with_funding,No
11886,Unknown,33,higher_BSc,science,no,county_118,162.84,1,12,20,1,1000-4999,private_company,No
11887,Male,46,higher_BSc,science,no,county_118,162.84,>4,>20,53,0,unknown,no_information,Yes
11888,Male,48,higher_BSc,science,no,county_038,158.59,1,>20,16,1,unknown,no_information,No
11889,Unknown,38,higher_BSc,other,no,county_118,162.84,>4,16,8,1,10-49,private_company,No
11890,Male,29,higher_BSc,science,no,county_059,110.45,1,5,103,1,100-500,startup_with_funding,Yes
11891,Male,29,higher_BSc,science,no,county_118,162.84,1,10,8,1,10-49,private_company,No
11892,Female,25,higher_BSc,science,full_time,county_059,110.45,never_changed,5,15,0,unknown,no_information,No
11893,Male,31,higher_BSc,science,full_time,county_075,161.07,2,10,8,0,unknown,no_information,No
11894,Male,32,secondary,no_information,part_time,county_110,163.9,1,8,21,1,100-500,private_company,No
11895,Male,29,higher_MSc,science,part_time,county_024,156.47,1,6,70,1,<10,startup_with_funding,No
11896,Unknown,22,secondary,no_information,no,county_007,123.55,never_changed,2,76,0,unknown,no_information,No
11897,Unknown,24,higher_BSc,science,no,county_059,110.45,1,3,284,1,unknown,no_information,Yes
11898,Female,49,Phd,science,no,county_118,162.84,1,>20,26,0,1000-4999,private_company,No
11899,Male,26,secondary,no_information,full_time,county_117,163.55,never_changed,3,142,0,unknown,no_information,No
11900,Male,31,higher_BSc,science,no,county_119,142.31,2,11,38,1,5000-9999,private_company,No
11901,Male,25,higher_MSc,science,full_time,county_011,163.37,1,4,83,0,unknown,no_information,No
11902,Male,21,higher_MSc,humanities,no,county_118,162.84,1,2,104,1,50-99,startup_wo_funding,No
11903,Female,20,secondary,no_information,part_time,county_038,158.59,1,<1,22,0,<10,no_information,No
11904,Male,30,higher_BSc,science,no,county_118,162.84,1,6,45,1,1000-4999,private_company,No
11905,Male,22,higher_BSc,science,no,county_118,162.84,1,2,7,0,500-999,public_sector,Yes
11906,Male,30,higher_BSc,science,no,county_059,110.45,1,5,46,1,500-999,private_company,Yes
11907,Unknown,20,higher_MSc,science,no,county_073,135.76,1,<1,89,1,500-999,private_company,No
11908,Male,36,higher_BSc,science,no,county_092,147.97,never_changed,13,17,0,unknown,no_information,No
11909,Male,30,higher_BSc,science,no,county_020,166.2,2,6,19,1,5000-9999,public_sector,No
11910,Male,24,secondary,no_information,full_time,county_059,110.45,never_changed,<1,15,0,unknown,no_information,Yes
11911,Male,30,higher_MSc,other,no,county_003,163.72,1,9,52,1,10-49,startup_wo_funding,No
11912,Male,29,higher_BSc,business,no,county_118,162.84,1,7,39,0,100-500,startup_with_funding,No
11913,Male,35,higher_BSc,science,no,county_110,163.9,4,14,23,1,50-99,private_company,No
11914,Male,32,higher_BSc,other,no,county_118,162.84,1,13,7,1,unknown,no_information,No
11915,Unknown,32,higher_BSc,science,part_time,county_117,163.55,never_changed,9,60,1,<10,startup_wo_funding,No
11916,Unknown,27,higher_BSc,science,full_time,county_076,149.21,never_changed,3,9,0,unknown,no_information,Yes
11917,Male,44,higher_BSc,science,no,county_118,162.84,3,>20,40,1,100-500,private_company,No
11918,Male,34,higher_BSc,science,no_information,county_055,123.55,2,14,32,1,50-99,private_company,No
11919,Male,25,secondary,no_information,full_time,county_025,123.55,never_changed,3,67,0,<10,startup_wo_funding,No
11920,Male,35,higher_BSc,science,no,county_074,162.84,4,16,32,1,10000+,private_company,No
11921,Female,47,higher_BSc,science,no,county_118,162.84,2,>20,105,1,unknown,no_information,No
11922,Male,47,higher_BSc,science,no,county_074,162.84,>4,>20,20,1,10-49,private_company,No
11923,Unknown,40,higher_BSc,science,no,county_118,162.84,unknown,16,99,1,100-500,no_information,No
11924,Male,25,higher_BSc,science,no,county_076,149.21,1,5,10,1,10-49,startup_with_funding,No
11925,Male,40,higher_MSc,science,no,county_028,151.34,2,16,70,1,50-99,private_company,No
11926,Unknown,46,higher_BSc,science,no,county_002,167.97,2,>20,35,1,<10,startup_with_funding,No
11927,Unknown,27,higher_BSc,other,no,county_099,93.28,1,4,79,0,unknown,no_information,Yes
11928,Male,39,higher_BSc,business,no,county_053,166.2,>4,14,100,0,1000-4999,private_company,No
11929,Male,24,higher_BSc,science,full_time,county_073,135.76,2,3,114,1,50-99,private_company,No
11930,Male,39,higher_MSc,science,no,county_093,158.77,>4,17,92,1,1000-4999,private_company,Yes
11931,Unknown,27,higher_BSc,science,no,county_059,110.45,1,7,108,1,500-999,private_company,Yes
11932,Male,30,primary,no_information,no,county_118,162.84,never_changed,5,20,0,unknown,no_information,No
11933,Unknown,21,primary,no_information,part_time,county_082,121.95,never_changed,2,20,0,unknown,no_information,Yes
11934,Male,28,higher_BSc,science,no,county_087,128.68,2,9,55,1,unknown,no_information,No
11935,Male,29,higher_BSc,science,no,county_059,110.45,1,8,44,1,unknown,no_information,No
11936,Male,35,higher_BSc,science,no,county_059,110.45,2,10,108,1,10000+,private_company,No
11937,Male,32,Phd,science,no,county_053,166.2,>4,11,24,0,unknown,public_sector,No
11938,Unknown,49,secondary,no_information,no,county_075,161.07,>4,>20,77,1,100-500,private_company,No
11939,Male,31,higher_BSc,science,no,county_007,123.55,1,7,149,1,unknown,no_information,No
11940,Male,24,secondary,no_information,full_time,county_045,146.38,1,4,64,1,1000-4999,private_company,No
11941,Male,23,primary,no_information,no,county_118,162.84,never_changed,3,73,0,unknown,no_information,No
11942,Male,46,higher_BSc,science,no,county_118,162.84,1,>20,34,1,unknown,no_information,Yes
11943,Unknown,50,higher_BSc,science,no,county_118,162.84,2,>20,12,1,10000+,public_sector,No
11944,Male,32,higher_MSc,science,full_time,county_034,153.28,1,8,28,1,<10,public_sector,No
11945,Male,47,higher_BSc,humanities,no,county_075,161.07,2,>20,47,1,50-99,private_company,No
11946,Male,46,higher_MSc,science,no,county_118,162.84,>4,>20,24,1,1000-4999,private_company,No
11947,Male,30,higher_BSc,other,no,county_075,161.07,>4,8,54,1,100-500,private_company,No
11948,Unknown,27,secondary,no_information,no,county_121,157,never_changed,7,19,0,unknown,no_information,No
11949,Male,27,secondary,no_information,full_time,county_118,162.84,1,5,106,0,unknown,no_information,Yes
11950,Male,28,higher_BSc,science,full_time,county_067,137.35,never_changed,4,52,0,unknown,no_information,No
11951,Male,21,higher_BSc,science,part_time,county_075,161.07,1,2,13,0,unknown,no_information,No
11952,Female,46,higher_BSc,humanities,no,county_118,162.84,1,>20,84,1,50-99,NGO,No
11953,Unknown,27,higher_BSc,science,full_time,county_019,123.55,1,4,156,0,unknown,private_company,Yes
11954,Male,49,secondary,no_information,no,county_110,163.9,never_changed,>20,34,1,<10,private_company,No
11955,Male,25,higher_BSc,science,no,county_112,97.35,2,5,102,1,unknown,no_information,Yes
11956,Male,46,higher_MSc,science,no,county_075,161.07,>4,>20,83,0,unknown,no_information,No
11957,Male,28,higher_MSc,science,no,county_115,123.55,1,8,23,1,unknown,no_information,Yes
11958,Male,38,higher_BSc,science,no,county_045,146.38,>4,18,22,1,100-500,private_company,No
11959,Female,46,higher_BSc,science,no,county_074,162.84,>4,>20,82,1,100-500,private_company,No
11960,Male,32,higher_BSc,science,no,county_110,163.9,1,7,120,1,<10,private_company,No
11961,Male,39,higher_BSc,other,no,county_118,162.84,1,19,130,1,50-99,startup_with_funding,No
11962,Male,30,higher_BSc,science,full_time,county_059,110.45,1,6,10,1,10000+,private_company,No
11963,Unknown,29,higher_BSc,science,no,county_118,162.84,2,8,8,1,50-99,private_company,No
11964,Male,29,higher_MSc,science,no,county_059,110.45,1,5,41,1,unknown,no_information,Yes
11965,Male,34,higher_MSc,science,no,county_093,158.77,2,12,113,1,<10,startup_with_funding,No
11966,Female,23,higher_BSc,humanities,no,county_025,123.55,1,<1,52,0,unknown,no_information,Yes
11967,Male,31,higher_BSc,science,no,county_059,110.45,1,7,17,1,100-500,private_company,Yes
11968,Male,29,higher_MSc,science,no,county_112,97.35,1,7,70,1,50-99,private_company,No
11969,Unknown,25,higher_MSc,science,no,county_059,110.45,2,6,54,1,10000+,private_company,No
11970,Unknown,22,higher_BSc,other,no,county_118,162.84,unknown,<1,180,0,50-99,private_company,No
11971,Unknown,24,higher_MSc,science,no,county_118,162.84,1,2,80,0,100-500,private_company,Yes
11972,Unknown,34,higher_MSc,science,full_time,county_028,151.34,never_changed,15,19,1,100-500,private_company,No
11973,Male,31,higher_MSc,science,no,county_072,159.83,3,8,55,1,100-500,private_company,No
11974,Unknown,30,Phd,science,no,county_053,166.2,unknown,6,13,0,unknown,public_sector,No
11975,Male,31,higher_MSc,science,no,county_093,158.77,1,6,262,1,1000-4999,private_company,No
11976,Unknown,45,secondary,no_information,no,county_110,163.9,>4,20,80,1,unknown,no_information,No
11977,Male,25,higher_BSc,science,full_time,county_066,135.23,2,4,12,1,10-49,private_company,No
11978,Female,25,higher_BSc,science,no,county_074,162.84,1,4,28,0,unknown,no_information,Yes
11979,Unknown,32,secondary,no_information,full_time,county_097,146.38,1,7,77,1,1000-4999,private_company,No
11980,Male,32,higher_BSc,science,no,county_059,110.45,>4,10,6,0,unknown,no_information,Yes
11981,Unknown,36,higher_BSc,science,no,county_074,162.84,unknown,14,90,1,<10,private_company,No
11982,Male,45,higher_BSc,science,no,county_030,117.88,>4,>20,86,1,50-99,private_company,No
11983,Male,35,higher_MSc,science,no,county_058,159.12,3,15,18,1,50-99,private_company,No
11984,Male,28,higher_BSc,science,no,county_038,158.59,4,9,59,1,<10,private_company,No
11985,Male,27,higher_BSc,science,full_time,county_074,162.84,1,6,25,0,10000+,private_company,No
11986,Male,33,higher_BSc,science,full_time,county_119,142.31,1,9,74,1,5000-9999,private_company,No
11987,Unknown,23,higher_BSc,science,part_time,county_112,97.35,unknown,4,4,0,unknown,no_information,No
11988,Male,25,secondary,no_information,no,county_116,140.54,never_changed,3,14,0,unknown,private_company,No
11989,Other,33,higher_BSc,science,no,county_075,161.07,1,11,33,1,5000-9999,private_company,No
11990,Unknown,39,higher_MSc,science,no,county_121,157,4,15,24,1,unknown,public_sector,No
11991,Male,35,higher_MSc,science,no,county_046,137.35,>4,15,78,1,50-99,private_company,No
11992,Unknown,40,higher_BSc,science,no,county_024,156.47,3,15,286,1,<10,no_information,Yes
11993,Male,29,secondary,no_information,no,county_028,151.34,1,5,57,0,unknown,no_information,No
11994,Male,33,secondary,no_information,part_time,county_110,163.9,>4,13,34,1,5000-9999,private_company,No
11995,Male,36,higher_BSc,other,no,county_110,163.9,1,13,84,1,50-99,startup_with_funding,No
11996,Unknown,26,primary,no_information,no,county_059,110.45,never_changed,2,204,0,unknown,no_information,No
11997,Unknown,23,no_information,no_information,no,county_075,161.07,never_changed,2,36,0,unknown,no_information,No
11998,Male,25,higher_BSc,science,no,county_118,162.84,1,3,52,0,unknown,no_information,Yes
11999,Unknown,23,primary,no_information,part_time,county_008,131.51,1,2,44,0,50-99,startup_with_funding,Yes
12000,Male,27,higher_BSc,science,no,county_054,150.1,1,4,57,1,1000-4999,private_company,Yes
12001,Male,30,higher_MSc,science,no,county_028,151.34,2,7,8,1,100-500,private_company,No
12002,Male,29,higher_BSc,science,no,county_059,110.45,1,4,35,0,10000+,private_company,No
12003,Female,29,higher_MSc,science,no,county_075,161.07,>4,8,268,1,1000-4999,private_company,No
12004,Male,47,Phd,science,no,county_110,163.9,2,>20,16,1,10000+,private_company,No
12005,Male,45,higher_BSc,science,no,county_118,162.84,1,>20,86,1,unknown,no_information,Yes
12006,Female,35,higher_MSc,science,no,county_053,166.2,>4,10,48,1,10000+,private_company,No
12007,Male,49,higher_BSc,science,no,county_058,159.12,2,>20,81,1,10000+,private_company,No
12008,Male,28,higher_BSc,science,full_time,county_118,162.84,1,8,100,0,unknown,no_information,Yes
12009,Male,28,higher_BSc,science,no,county_120,98.77,1,6,204,1,10-49,private_company,No
12010,Male,25,secondary,no_information,no,county_110,163.9,never_changed,6,28,0,unknown,private_company,No
12011,Unknown,33,higher_MSc,science,no,county_109,139.65,4,10,79,0,50-99,private_company,No
12012,Unknown,35,higher_BSc,science,no,county_074,162.84,>4,13,108,0,unknown,no_information,No
12013,Male,36,higher_MSc,science,no,county_093,158.77,>4,14,16,1,10000+,private_company,No
12014,Unknown,31,secondary,no_information,full_time,county_122,158.42,unknown,8,110,0,unknown,no_information,No
12015,Male,27,higher_BSc,science,no,county_093,158.77,1,5,9,1,50-99,no_information,No
12016,Male,33,higher_BSc,science,part_time,county_068,155.41,1,10,25,0,10-49,startup_wo_funding,No
12017,Male,35,higher_MSc,science,no,county_108,131.51,2,12,182,1,100-500,private_company,No
12018,Male,34,higher_MSc,science,no,county_053,166.2,>4,15,43,1,unknown,no_information,No
12019,Unknown,31,higher_BSc,science,no,county_118,162.84,>4,10,204,0,1000-4999,private_company,No
12020,Male,22,no_information,no_information,full_time,county_118,162.84,1,1,80,0,unknown,no_information,Yes
12021,Male,45,higher_MSc,other,part_time,county_020,166.2,>4,>20,80,1,unknown,no_information,No
12022,Unknown,46,higher_MSc,science,no,county_045,146.38,>4,>20,8,1,1000-4999,private_company,No
12023,Male,31,higher_BSc,science,no,county_117,163.55,never_changed,11,33,1,1000-4999,private_company,No
12024,Unknown,25,higher_BSc,science,full_time,county_059,110.45,never_changed,1,176,0,unknown,no_information,Yes
12025,Male,39,higher_MSc,science,no,county_118,162.84,>4,18,59,1,50-99,startup_with_funding,No
12026,Unknown,45,higher_BSc,science,no,county_118,162.84,3,>20,9,1,100-500,private_company,No
12027,Male,34,secondary,no_information,full_time,county_119,142.31,1,10,69,1,5000-9999,no_information,No
12028,Male,33,higher_BSc,science,full_time,county_110,163.9,unknown,10,12,0,unknown,other,No
12029,Unknown,27,higher_MSc,science,no,county_093,158.77,never_changed,7,83,1,50-99,private_company,No
12030,Male,34,higher_BSc,science,no,county_118,162.84,1,14,212,1,100-500,private_company,No
12031,Male,39,higher_BSc,science,no,county_108,131.51,never_changed,15,74,0,500-999,no_information,No
12032,Male,30,higher_BSc,science,no,county_074,162.84,1,9,51,0,unknown,no_information,Yes
12033,Male,47,higher_BSc,science,no,county_118,162.84,>4,>20,9,1,50-99,private_company,No
12034,Unknown,31,higher_BSc,science,no,county_058,159.12,1,10,44,1,100-500,private_company,No
12035,Male,34,higher_BSc,science,no,county_118,162.84,never_changed,12,26,0,1000-4999,private_company,No
12036,Male,34,higher_BSc,science,no,county_001,161.96,2,14,52,1,unknown,no_information,No
12037,Unknown,41,higher_MSc,science,no,county_028,151.34,1,16,18,1,unknown,no_information,No
12038,Unknown,35,higher_BSc,science,no,county_118,162.84,>4,14,45,1,50-99,private_company,No
12039,Female,41,higher_MSc,science,no,county_022,133.46,>4,16,56,0,unknown,no_information,No
12040,Male,39,higher_MSc,science,no,county_102,130.63,1,14,78,0,unknown,no_information,No
12041,Male,35,higher_BSc,science,no,county_119,142.31,4,10,52,1,1000-4999,private_company,No
12042,Male,27,higher_BSc,science,full_time,county_053,166.2,2,7,59,1,unknown,no_information,No
12043,Unknown,29,higher_MSc,science,no,county_059,110.45,1,6,18,1,10-49,private_company,Yes
12044,Male,33,higher_BSc,science,no,county_022,133.46,2,12,100,1,unknown,no_information,Yes
12045,Male,42,secondary,no_information,full_time,county_110,163.9,1,18,43,1,unknown,no_information,No
12046,Male,35,higher_BSc,science,no,county_022,133.46,3,13,47,1,100-500,private_company,Yes
12047,Unknown,21,higher_BSc,science,no,county_059,110.45,1,<1,52,0,10-49,no_information,No
12048,Male,24,secondary,no_information,no,county_059,110.45,never_changed,4,21,0,unknown,private_company,Yes
12049,Female,47,higher_BSc,science,no,county_058,159.12,1,>20,17,1,100-500,private_company,No
12050,Male,45,higher_MSc,science,no,county_062,120.71,1,20,61,1,unknown,no_information,Yes
